id,title,contaminante,nivel,value,fecha,year
820120430o3,Renovales,o3,Razonablemente buena,73,30-04-2012,2012
720120521co,Jaime Ferran,co,Buena,0.1,21-05-2012,2012
720120521o3,Jaime Ferran,o3,Razonablemente buena,71,21-05-2012,2012
1020120521o3,Centro,o3,Razonablemente buena,88,21-05-2012,2012
220120521pm10,Roger de Flor,pm10,Buena,8,21-05-2012,2012
120120530no2,El Picarral,no2,Buena,37,30-05-2012,2012
720120530so2,Jaime Ferran,so2,Buena,10,30-05-2012,2012
920120604so2,Las Fuentes,so2,Buena,5,04-06-2012,2012
820120604so2,Renovales,so2,Buena,1,04-06-2012,2012
820120604pm10,Renovales,pm10,Buena,9,04-06-2012,2012
820120604co,Renovales,co,Buena,0.1,04-06-2012,2012
220120604so2,Roger de Flor,so2,Buena,3,04-06-2012,2012
820120725so2,Renovales,so2,Buena,2,25-07-2012,2012
120120730o3,El Picarral,o3,Razonablemente buena,60,30-07-2012,2012
720120730pm10,Jaime Ferran,pm10,Razonablemente buena,25,30-07-2012,2012
720120730co,Jaime Ferran,co,"",0.1,30-07-2012,2012
720120730o3,Jaime Ferran,o3,Razonablemente buena,75,30-07-2012,2012
920120730o3,Las Fuentes,o3,Razonablemente buena,78,30-07-2012,2012
220120730co,Roger de Flor,co,"",0.2,30-07-2012,2012
720120810so2,Jaime Ferran,so2,Buena,7,10-08-2012,2012
720120810pm10,Jaime Ferran,pm10,Desfavorable,58,10-08-2012,2012
1020120810no2,Centro,no2,Razonablemente buena,62,10-08-2012,2012
220120810so2,Roger de Flor,so2,Buena,3,10-08-2012,2012
120120811no2,El Picarral,no2,Razonablemente buena,43,11-08-2012,2012
120120811co,El Picarral,co,"",0.2,11-08-2012,2012
820120811so2,Renovales,so2,Buena,2,11-08-2012,2012
820120811pm10,Renovales,pm10,Regular,47,11-08-2012,2012
720120812pm10,Jaime Ferran,pm10,Buena,15,12-08-2012,2012
720120812o3,Jaime Ferran,o3,Razonablemente buena,65,12-08-2012,2012
1020120812co,Centro,co,"",0.1,12-08-2012,2012
1020120812o3,Centro,o3,Razonablemente buena,68,12-08-2012,2012
220130110pm10,Roger de Flor,pm10,Buena,12,10-01-2013,2013
220130110no2,Roger de Flor,no2,Buena,29,10-01-2013,2013
220130111no2,Roger de Flor,no2,Buena,40,11-01-2013,2013
120130112sh2,El Picarral,sh2,Buena,3,12-01-2013,2013
720130112co,Jaime Ferran,co,Buena,0.2,12-01-2013,2013
1020130112no2,Centro,no2,Razonablemente buena,54,12-01-2013,2013
220130112pm10,Roger de Flor,pm10,Razonablemente buena,27,12-01-2013,2013
220130112co,Roger de Flor,co,Buena,0.5,12-01-2013,2013
120130114sh2,El Picarral,sh2,Buena,1,14-01-2013,2013
720130114no2,Jaime Ferran,no2,Buena,17,14-01-2013,2013
920130114so2,Las Fuentes,so2,Buena,3,14-01-2013,2013
920130114no2,Las Fuentes,no2,Buena,29,14-01-2013,2013
920130114co,Las Fuentes,co,Buena,0.3,14-01-2013,2013
920130114o3,Las Fuentes,o3,Buena,42,14-01-2013,2013
120130115no2,El Picarral,no2,Buena,26,15-01-2013,2013
120130115sh2,El Picarral,sh2,Buena,2,15-01-2013,2013
920130115o3,Las Fuentes,o3,Buena,39,15-01-2013,2013
1020130115no2,Centro,no2,Buena,36,15-01-2013,2013
820130115so2,Renovales,so2,Buena,2,15-01-2013,2013
220130115co,Roger de Flor,co,Buena,0.3,15-01-2013,2013
820130628so2,Renovales,so2,Buena,2,28-06-2013,2013
720130629o3,Jaime Ferran,o3,Buena,48,29-06-2013,2013
720130629sh2,Jaime Ferran,sh2,Buena,1,29-06-2013,2013
720101130so2,Jaime Ferran,so2,Buena,6,30-11-2010,2010
720101130no2,Jaime Ferran,no2,Razonablemente buena,55,30-11-2010,2010
720101130co,Jaime Ferran,co,Buena,0.3,30-11-2010,2010
1020101130co,Centro,co,Buena,0.4,30-11-2010,2010
820101130so2,Renovales,so2,Buena,4,30-11-2010,2010
220101130o3,Roger de Flor,o3,Buena,6,30-11-2010,2010
120110811o3,El Picarral,o3,Razonablemente buena,56,11-08-2011,2011
920110811no2,Las Fuentes,no2,Buena,6,11-08-2011,2011
820110811so2,Renovales,so2,Buena,1,11-08-2011,2011
820110811no2,Renovales,no2,Buena,27,11-08-2011,2011
820110811co,Renovales,co,Buena,0.2,11-08-2011,2011
220110811pm10,Roger de Flor,pm10,Razonablemente buena,29,11-08-2011,2011
1020110905o3,Centro,o3,Razonablemente buena,52,05-09-2011,2011
820110905so2,Renovales,so2,Buena,1,05-09-2011,2011
820110905o3,Renovales,o3,Razonablemente buena,71,05-09-2011,2011
220110905pm10,Roger de Flor,pm10,Buena,12,05-09-2011,2011
220110905no2,Roger de Flor,no2,Buena,23,05-09-2011,2011
120100111o3,El Picarral,o3,Buena,18,11-01-2010,2010
720100111so2,Jaime Ferran,so2,Buena,2,11-01-2010,2010
720100111pm10,Jaime Ferran,pm10,Razonablemente buena,31,11-01-2010,2010
720100111co,Jaime Ferran,co,Buena,0.3,11-01-2010,2010
920100111so2,Las Fuentes,so2,Buena,10,11-01-2010,2010
920100111o3,Las Fuentes,o3,Buena,12,11-01-2010,2010
1020100111no2,Centro,no2,Razonablemente buena,69,11-01-2010,2010
220100111so2,Roger de Flor,so2,Buena,5,11-01-2010,2010
220100111o3,Roger de Flor,o3,Buena,19,11-01-2010,2010
920100114o3,Las Fuentes,o3,Buena,32,14-01-2010,2010
1020100114o3,Centro,o3,Buena,34,14-01-2010,2010
820100114co,Renovales,co,Buena,0.2,14-01-2010,2010
120100602pm10,El Picarral,pm10,Buena,13,02-06-2010,2010
120100602sh2,El Picarral,sh2,Buena,3,02-06-2010,2010
720100602no2,Jaime Ferran,no2,Buena,28,02-06-2010,2010
920100602so2,Las Fuentes,so2,Buena,2,02-06-2010,2010
920100602co,Las Fuentes,co,Buena,0.2,02-06-2010,2010
1020100602co,Centro,co,Buena,0.2,02-06-2010,2010
1020100602o3,Centro,o3,Buena,49,02-06-2010,2010
120100628pm10,El Picarral,pm10,Razonablemente buena,23,28-06-2010,2010
120100628co,El Picarral,co,Buena,0.2,28-06-2010,2010
120100628o3,El Picarral,o3,Razonablemente buena,51,28-06-2010,2010
920100628so2,Las Fuentes,so2,Buena,2,28-06-2010,2010
920100628no2,Las Fuentes,no2,Buena,13,28-06-2010,2010
1020100628so2,Centro,so2,Buena,2,28-06-2010,2010
820100628o3,Renovales,o3,Razonablemente buena,80,28-06-2010,2010
220100628so2,Roger de Flor,so2,Buena,3,28-06-2010,2010
220100628no2,Roger de Flor,no2,Buena,34,28-06-2010,2010
1020101129no2,Centro,no2,Razonablemente buena,41,29-11-2010,2010
820101129o3,Renovales,o3,Buena,12,29-11-2010,2010
220101129pm10,Roger de Flor,pm10,Razonablemente buena,27,29-11-2010,2010
920110112o3,Las Fuentes,o3,Buena,34,12-01-2011,2011
120110411pm10,El Picarral,pm10,Buena,14,11-04-2011,2011
720110411so2,Jaime Ferran,so2,Buena,7,11-04-2011,2011
720110411o3,Jaime Ferran,o3,Razonablemente buena,75,11-04-2011,2011
220110411so2,Roger de Flor,so2,Buena,2,11-04-2011,2011
220110411no2,Roger de Flor,no2,Buena,18,11-04-2011,2011
720110513no2,Jaime Ferran,no2,Buena,25,13-05-2011,2011
720110513sh2,Jaime Ferran,sh2,Buena,4,13-05-2011,2011
920110513o3,Las Fuentes,o3,Regular,109,13-05-2011,2011
1020110513co,Centro,co,Buena,0.2,13-05-2011,2011
820110513so2,Renovales,so2,Buena,2,13-05-2011,2011
220110513no2,Roger de Flor,no2,Buena,25,13-05-2011,2011
220110513o3,Roger de Flor,o3,Razonablemente buena,90,13-05-2011,2011
720110514sh2,Jaime Ferran,sh2,Buena,4,14-05-2011,2011
920110514o3,Las Fuentes,o3,Regular,102,14-05-2011,2011
1020110514co,Centro,co,Buena,0.2,14-05-2011,2011
820110514o3,Renovales,o3,Razonablemente buena,82,14-05-2011,2011
220110514pm10,Roger de Flor,pm10,Buena,19,14-05-2011,2011
120110521pm10,El Picarral,pm10,Buena,19,21-05-2011,2011
920110521so2,Las Fuentes,so2,Buena,3,21-05-2011,2011
920110521pm10,Las Fuentes,pm10,Buena,10,21-05-2011,2011
220110521so2,Roger de Flor,so2,Buena,3,21-05-2011,2011
120090802pm10,El Picarral,pm10,Buena,14,02-08-2009,2009
720090802no2,Jaime Ferran,no2,Buena,12,02-08-2009,2009
720090802o3,Jaime Ferran,o3,Razonablemente buena,55,02-08-2009,2009
820090802so2,Renovales,so2,Buena,2,02-08-2009,2009
820090802pm10,Renovales,pm10,Buena,14,02-08-2009,2009
220090802no2,Roger de Flor,no2,Buena,14,02-08-2009,2009
220090802o3,Roger de Flor,o3,Razonablemente buena,62,02-08-2009,2009
120090914no2,El Picarral,no2,Buena,18,14-09-2009,2009
720090914no2,Jaime Ferran,no2,Buena,26,14-09-2009,2009
720090914co,Jaime Ferran,co,Buena,0.1,14-09-2009,2009
720090914sh2,Jaime Ferran,sh2,Buena,3,14-09-2009,2009
920090914no2,Las Fuentes,no2,Buena,26,14-09-2009,2009
1020090914co,Centro,co,Buena,0.2,14-09-2009,2009
220090914so2,Roger de Flor,so2,Buena,2,14-09-2009,2009
220090914o3,Roger de Flor,o3,Razonablemente buena,73,14-09-2009,2009
820091211pm10,Renovales,pm10,Regular,49,11-12-2009,2009
220091211no2,Roger de Flor,no2,Buena,34,11-12-2009,2009
120091212sh2,El Picarral,sh2,Buena,5,12-12-2009,2009
720100104no2,Jaime Ferran,no2,Buena,30,04-01-2010,2010
1020100104co,Centro,co,Buena,0.4,04-01-2010,2010
820100219pm10,Renovales,pm10,Buena,11,19-02-2010,2010
720100220sh2,Jaime Ferran,sh2,Buena,3,20-02-2010,2010
820040526pm10,Renovales,pm10,Regular,41,26-05-2004,2004
120040527no2,El Picarral,no2,Razonablemente buena,73,27-05-2004,2004
120040527o3,El Picarral,o3,Buena,36,27-05-2004,2004
620040529co,Avenida de Navarra,co,"",0.8,29-05-2004,2004
220040529no2,Roger de Flor,no2,Razonablemente buena,49,29-05-2004,2004
220040529co,Roger de Flor,co,"",0.5,29-05-2004,2004
420040601pm10,Miguel Servet,pm10,Razonablemente buena,32,01-06-2004,2004
420040601no2,Miguel Servet,no2,Razonablemente buena,45,01-06-2004,2004
420040601co,Miguel Servet,co,"",0.6,01-06-2004,2004
820040602o3,Renovales,o3,Razonablemente buena,57,02-06-2004,2004
320040603pm10,El Paraninfo,pm10,Razonablemente buena,30,03-06-2004,2004
720040608co,Jaime Ferran,co,"",0.6,08-06-2004,2004
220040609pm10,Roger de Flor,pm10,Razonablemente buena,28,09-06-2004,2004
720040610so2,Jaime Ferran,so2,Buena,6,10-06-2004,2004
720040610o3,Jaime Ferran,o3,Buena,41,10-06-2004,2004
120040611pm10,El Picarral,pm10,Desfavorable,65,11-06-2004,2004
120040611no2,El Picarral,no2,Desfavorable,129,11-06-2004,2004
120040611sh2,El Picarral,sh2,Razonablemente buena,24,11-06-2004,2004
320040611o3,El Paraninfo,o3,Buena,28,11-06-2004,2004
620040612so2,Avenida de Navarra,so2,Buena,7,12-06-2004,2004
620040612no2,Avenida de Navarra,no2,Razonablemente buena,51,12-06-2004,2004
720040613no2,Jaime Ferran,no2,Buena,27,13-06-2004,2004
720040613co,Jaime Ferran,co,"",0.3,13-06-2004,2004
520010509so2,Luis Vives,so2,Buena,10,09-05-2001,2001
520010509no2,Luis Vives,no2,Regular,98,09-05-2001,2001
720010509so2,Jaime Ferran,so2,Buena,8,09-05-2001,2001
120010510so2,El Picarral,so2,Buena,0,10-05-2001,2001
120010510no2,El Picarral,no2,Razonablemente buena,52,10-05-2001,2001
320010510no2,El Paraninfo,no2,Desfavorable,130,10-05-2001,2001
120010513o3,El Picarral,o3,Buena,33,13-05-2001,2001
520010513no2,Luis Vives,no2,Regular,98,13-05-2001,2001
320010513sh2,El Paraninfo,sh2,Buena,0,13-05-2001,2001
120010514pm10,El Picarral,pm10,Razonablemente buena,23,14-05-2001,2001
620010514no2,Avenida de Navarra,no2,Regular,100,14-05-2001,2001
320010514pm10,El Paraninfo,pm10,Razonablemente buena,39,14-05-2001,2001
320010514co,El Paraninfo,co,Buena,1,14-05-2001,2001
320010514o3,El Paraninfo,o3,Buena,15,14-05-2001,2001
420010515co,Miguel Servet,co,Razonablemente buena,2,15-05-2001,2001
920061120o3,Las Fuentes,o3,Buena,2,20-11-2006,2006
620061204so2,Avenida de Navarra,so2,Buena,16,04-12-2006,2006
620061204no2,Avenida de Navarra,no2,Razonablemente buena,89,04-12-2006,2006
620061204o3,Avenida de Navarra,o3,Buena,3,04-12-2006,2006
720061204no2,Jaime Ferran,no2,Razonablemente buena,41,04-12-2006,2006
120061215co,El Picarral,co,Buena,0.5,15-12-2006,2006
920061215no2,Las Fuentes,no2,Buena,39,15-12-2006,2006
720061216pm10,Jaime Ferran,pm10,Buena,17,16-12-2006,2006
720061216no2,Jaime Ferran,no2,Buena,30,16-12-2006,2006
620061222o3,Avenida de Navarra,o3,Buena,3,22-12-2006,2006
920061222so2,Las Fuentes,so2,Buena,3,22-12-2006,2006
820061222pm10,Renovales,pm10,Razonablemente buena,35,22-12-2006,2006
820061222no2,Renovales,no2,Razonablemente buena,43,22-12-2006,2006
120061223no2,El Picarral,no2,Buena,31,23-12-2006,2006
120061223sh2,El Picarral,sh2,Buena,3,23-12-2006,2006
220061223pm10,Roger de Flor,pm10,Razonablemente buena,36,23-12-2006,2006
820061224pm10,Renovales,pm10,Buena,16,24-12-2006,2006
820061224o3,Renovales,o3,Buena,13,24-12-2006,2006
220061225no2,Roger de Flor,no2,Razonablemente buena,46,25-12-2006,2006
720061226sh2,Jaime Ferran,sh2,Buena,2,26-12-2006,2006
820061226so2,Renovales,so2,Buena,1,26-12-2006,2006
820061226co,Renovales,co,Buena,0.5,26-12-2006,2006
820090817so2,Renovales,so2,Buena,2,17-08-2009,2009
820090817co,Renovales,co,Buena,0.3,17-08-2009,2009
120090819pm10,El Picarral,pm10,Razonablemente buena,40,19-08-2009,2009
920090819so2,Las Fuentes,so2,Buena,3,19-08-2009,2009
920090819pm10,Las Fuentes,pm10,Regular,50,19-08-2009,2009
1020090819so2,Centro,so2,Buena,3,19-08-2009,2009
720030916o3,Jaime Ferran,o3,Buena,33,16-09-2003,2003
120030511sh2,El Picarral,sh2,Buena,3,11-05-2003,2003
820030512so2,Renovales,so2,Buena,15,12-05-2003,2003
320030512o3,El Paraninfo,o3,Buena,22,12-05-2003,2003
720030513no2,Jaime Ferran,no2,Razonablemente buena,49,13-05-2003,2003
120030513sh2,El Picarral,sh2,Buena,2,13-05-2003,2003
220030514pm10,Roger de Flor,pm10,Buena,20,14-05-2003,2003
220030514co,Roger de Flor,co,Buena,0.6,14-05-2003,2003
220030514o3,Roger de Flor,o3,Buena,36,14-05-2003,2003
220030515so2,Roger de Flor,so2,Buena,12,15-05-2003,2003
220030515no2,Roger de Flor,no2,Razonablemente buena,46,15-05-2003,2003
320030515so2,El Paraninfo,so2,Buena,23,15-05-2003,2003
720030516o3,Jaime Ferran,o3,Buena,23,16-05-2003,2003
220030517pm10,Roger de Flor,pm10,Razonablemente buena,23,17-05-2003,2003
820030517so2,Renovales,so2,Buena,14,17-05-2003,2003
720030518pm10,Jaime Ferran,pm10,Razonablemente buena,32,18-05-2003,2003
720030518o3,Jaime Ferran,o3,Buena,41,18-05-2003,2003
620030519co,Avenida de Navarra,co,Razonablemente buena,1.1,19-05-2003,2003
720080117so2,Jaime Ferran,so2,Buena,10,17-01-2008,2008
820080125o3,Renovales,o3,Buena,26,25-01-2008,2008
120080126no2,El Picarral,no2,Razonablemente buena,41,26-01-2008,2008
920080126no2,Las Fuentes,no2,Buena,40,26-01-2008,2008
820080126so2,Renovales,so2,Buena,10,26-01-2008,2008
620080127o3,Avenida de Navarra,o3,Buena,3,27-01-2008,2008
920080127co,Las Fuentes,co,Buena,0.5,27-01-2008,2008
820080127so2,Renovales,so2,Buena,3,27-01-2008,2008
120080131pm10,El Picarral,pm10,Desfavorable,52,31-01-2008,2008
920080130so2,Las Fuentes,so2,Buena,13,30-01-2008,2008
920080130co,Las Fuentes,co,Buena,0.4,30-01-2008,2008
820080130so2,Renovales,so2,Buena,5,30-01-2008,2008
220080130so2,Roger de Flor,so2,Buena,6,30-01-2008,2008
220080130co,Roger de Flor,co,Buena,0.5,30-01-2008,2008
920080201no2,Las Fuentes,no2,Razonablemente buena,51,01-02-2008,2008
1020080201so2,Centro,so2,Buena,29,01-02-2008,2008
1020080201co,Centro,co,Buena,0.6,01-02-2008,2008
120080218o3,El Picarral,o3,Buena,28,18-02-2008,2008
720080218so2,Jaime Ferran,so2,Buena,4,18-02-2008,2008
720080218sh2,Jaime Ferran,sh2,Buena,7,18-02-2008,2008
220080218no2,Roger de Flor,no2,Razonablemente buena,50,18-02-2008,2008
920080307no2,Las Fuentes,no2,Buena,28,07-03-2008,2008
120080308no2,El Picarral,no2,Buena,21,08-03-2008,2008
720080310no2,Jaime Ferran,no2,Razonablemente buena,44,10-03-2008,2008
720080310sh2,Jaime Ferran,sh2,Buena,7,10-03-2008,2008
1020080310so2,Centro,so2,Buena,21,10-03-2008,2008
1020080310no2,Centro,no2,Razonablemente buena,49,10-03-2008,2008
220080310so2,Roger de Flor,so2,Buena,9,10-03-2008,2008
220080310co,Roger de Flor,co,Buena,0.7,10-03-2008,2008
620080313no2,Avenida de Navarra,no2,Razonablemente buena,66,13-03-2008,2008
620080313co,Avenida de Navarra,co,Buena,0.8,13-03-2008,2008
920080313so2,Las Fuentes,so2,Buena,5,13-03-2008,2008
920080313no2,Las Fuentes,no2,Buena,38,13-03-2008,2008
120080324pm10,El Picarral,pm10,Razonablemente buena,27,24-03-2008,2008
1020080324no2,Centro,no2,Buena,25,24-03-2008,2008
220080324co,Roger de Flor,co,Buena,0.4,24-03-2008,2008
120080404sh2,El Picarral,sh2,Buena,3,04-04-2008,2008
920080404so2,Las Fuentes,so2,Buena,3,04-04-2008,2008
920080404no2,Las Fuentes,no2,Buena,26,04-04-2008,2008
920080404co,Las Fuentes,co,Buena,0.3,04-04-2008,2008
1020080404so2,Centro,so2,Buena,7,04-04-2008,2008
120080405no2,El Picarral,no2,Buena,28,05-04-2008,2008
120080405co,El Picarral,co,Buena,0.3,05-04-2008,2008
720080405so2,Jaime Ferran,so2,Buena,4,05-04-2008,2008
1020080405no2,Centro,no2,Buena,37,05-04-2008,2008
620080406o3,Avenida de Navarra,o3,Razonablemente buena,51,06-04-2008,2008
820080406pm10,Renovales,pm10,Desfavorable,58,06-04-2008,2008
820080406no2,Renovales,no2,Buena,13,06-04-2008,2008
820080406o3,Renovales,o3,Razonablemente buena,89,06-04-2008,2008
120080428no2,El Picarral,no2,Buena,31,28-04-2008,2008
120080428sh2,El Picarral,sh2,Razonablemente buena,17,28-04-2008,2008
920080428so2,Las Fuentes,so2,Buena,3,28-04-2008,2008
220080428so2,Roger de Flor,so2,Buena,3,28-04-2008,2008
720080530no2,Jaime Ferran,no2,Buena,31,30-05-2008,2008
220080530so2,Roger de Flor,so2,Buena,3,30-05-2008,2008
620080531co,Avenida de Navarra,co,Buena,0.5,31-05-2008,2008
720080531o3,Jaime Ferran,o3,Razonablemente buena,54,31-05-2008,2008
1020080531o3,Centro,o3,Buena,34,31-05-2008,2008
220080531no2,Roger de Flor,no2,Buena,39,31-05-2008,2008
1020080601o3,Centro,o3,Buena,44,01-06-2008,2008
120080604o3,El Picarral,o3,Razonablemente buena,52,04-06-2008,2008
220080604pm10,Roger de Flor,pm10,Razonablemente buena,33,04-06-2008,2008
120080613co,El Picarral,co,Buena,0.1,13-06-2008,2008
920080613co,Las Fuentes,co,Buena,0.2,13-06-2008,2008
920080628pm10,Las Fuentes,pm10,Razonablemente buena,35,28-06-2008,2008
920080628no2,Las Fuentes,no2,Buena,21,28-06-2008,2008
720080629so2,Jaime Ferran,so2,Buena,2,29-06-2008,2008
920080629so2,Las Fuentes,so2,Buena,22,29-06-2008,2008
220080629no2,Roger de Flor,no2,Buena,19,29-06-2008,2008
220080629o3,Roger de Flor,o3,Razonablemente buena,69,29-06-2008,2008
120080708o3,El Picarral,o3,Buena,50,08-07-2008,2008
120080708sh2,El Picarral,sh2,Buena,10,08-07-2008,2008
720080708no2,Jaime Ferran,no2,Buena,24,08-07-2008,2008
720080708sh2,Jaime Ferran,sh2,Buena,1,08-07-2008,2008
1020080708o3,Centro,o3,Razonablemente buena,62,08-07-2008,2008
220080708co,Roger de Flor,co,Buena,0.2,08-07-2008,2008
720071228so2,Jaime Ferran,so2,Buena,4,28-12-2007,2007
720071228no2,Jaime Ferran,no2,Razonablemente buena,56,28-12-2007,2007
720071228co,Jaime Ferran,co,Buena,0.3,28-12-2007,2007
720071228o3,Jaime Ferran,o3,Buena,6,28-12-2007,2007
920071228o3,Las Fuentes,o3,Buena,2,28-12-2007,2007
620071229pm10,Avenida de Navarra,pm10,Razonablemente buena,38,29-12-2007,2007
620071229co,Avenida de Navarra,co,Buena,0.5,29-12-2007,2007
720071229o3,Jaime Ferran,o3,Buena,7,29-12-2007,2007
820071229no2,Renovales,no2,Buena,23,29-12-2007,2007
620071230so2,Avenida de Navarra,so2,Buena,25,30-12-2007,2007
120071230no2,El Picarral,no2,Buena,23,30-12-2007,2007
120071230co,El Picarral,co,Buena,0.1,30-12-2007,2007
120071230o3,El Picarral,o3,Buena,6,30-12-2007,2007
920071230pm10,Las Fuentes,pm10,Razonablemente buena,29,30-12-2007,2007
920071230no2,Las Fuentes,no2,Buena,36,30-12-2007,2007
1020080304o3,Centro,o3,Razonablemente buena,52,04-03-2008,2008
720080305sh2,Jaime Ferran,sh2,Buena,3,05-03-2008,2008
1020080305co,Centro,co,Buena,0.3,05-03-2008,2008
220080311pm10,Roger de Flor,pm10,Regular,49,11-03-2008,2008
1020080331o3,Centro,o3,Razonablemente buena,56,31-03-2008,2008
720080414sh2,Jaime Ferran,sh2,Buena,1,14-04-2008,2008
220061113pm10,Roger de Flor,pm10,Razonablemente buena,37,13-11-2006,2006
120061115no2,El Picarral,no2,Buena,31,15-11-2006,2006
920061115pm10,Las Fuentes,pm10,Desfavorable,55,15-11-2006,2006
920061115co,Las Fuentes,co,Buena,0.3,15-11-2006,2006
920061115o3,Las Fuentes,o3,Buena,5,15-11-2006,2006
220061115no2,Roger de Flor,no2,Razonablemente buena,46,15-11-2006,2006
220061117pm10,Roger de Flor,pm10,Razonablemente buena,35,17-11-2006,2006
220061117co,Roger de Flor,co,Buena,0.5,17-11-2006,2006
820061118co,Renovales,co,Buena,0.5,18-11-2006,2006
620061119no2,Avenida de Navarra,no2,Razonablemente buena,74,19-11-2006,2006
920061119co,Las Fuentes,co,Buena,0.4,19-11-2006,2006
220061119pm10,Roger de Flor,pm10,Regular,45,19-11-2006,2006
220061119co,Roger de Flor,co,Buena,0.8,19-11-2006,2006
120061121no2,El Picarral,no2,Buena,31,21-11-2006,2006
120061121co,El Picarral,co,Buena,0.4,21-11-2006,2006
120061121o3,El Picarral,o3,Buena,5,21-11-2006,2006
820061121so2,Renovales,so2,Buena,1,21-11-2006,2006
820061123pm10,Renovales,pm10,Buena,20,23-11-2006,2006
820061129pm10,Renovales,pm10,Buena,16,29-11-2006,2006
820061129o3,Renovales,o3,Buena,14,29-11-2006,2006
620061130pm10,Avenida de Navarra,pm10,Desfavorable,70,30-11-2006,2006
120061201pm10,El Picarral,pm10,Desfavorable,99,01-12-2006,2006
120061201o3,El Picarral,o3,Buena,2,01-12-2006,2006
620061202o3,Avenida de Navarra,o3,Buena,3,02-12-2006,2006
720061202no2,Jaime Ferran,no2,Buena,29,02-12-2006,2006
720061202sh2,Jaime Ferran,sh2,Buena,2,02-12-2006,2006
820061202co,Renovales,co,Buena,0.6,02-12-2006,2006
820061202o3,Renovales,o3,Buena,5,02-12-2006,2006
920061203o3,Las Fuentes,o3,Buena,1,03-12-2006,2006
220061203so2,Roger de Flor,so2,Buena,9,03-12-2006,2006
220061205pm10,Roger de Flor,pm10,Regular,43,05-12-2006,2006
220061205o3,Roger de Flor,o3,Buena,4,05-12-2006,2006
820061206o3,Renovales,o3,Buena,27,06-12-2006,2006
120061209sh2,El Picarral,sh2,Buena,3,09-12-2006,2006
220061210co,Roger de Flor,co,Buena,0.6,10-12-2006,2006
720061217no2,Jaime Ferran,no2,Buena,27,17-12-2006,2006
720061217sh2,Jaime Ferran,sh2,Buena,2,17-12-2006,2006
820061217co,Renovales,co,Buena,0.5,17-12-2006,2006
120061219o3,El Picarral,o3,Buena,9,19-12-2006,2006
120061219sh2,El Picarral,sh2,Buena,3,19-12-2006,2006
820061220co,Renovales,co,Buena,0.6,20-12-2006,2006
620090410pm10,Avenida de Navarra,pm10,Buena,20,10-04-2009,2009
220090410no2,Roger de Flor,no2,Buena,19,10-04-2009,2009
920090412o3,Las Fuentes,o3,Razonablemente buena,87,12-04-2009,2009
220090412pm10,Roger de Flor,pm10,Buena,15,12-04-2009,2009
220090412no2,Roger de Flor,no2,Buena,13,12-04-2009,2009
220090412co,Roger de Flor,co,Buena,0.3,12-04-2009,2009
120080927sh2,El Picarral,sh2,Razonablemente buena,19,27-09-2008,2008
